peg_x,peg_y,peg_z,peg_qw,peg_qx,peg_qy,peg_qz,q_init_ur_shoulder_pan_joint,q_init_ur_shoulder_lift_joint,q_init_ur_elbow_joint,q_init_ur_wrist_1_joint,q_init_ur_wrist_2_joint,q_init_ur_wrist_3_joint,q_reach_ur_shoulder_pan_joint,q_reach_ur_shoulder_lift_joint,q_reach_ur_elbow_joint,q_reach_ur_wrist_1_joint,q_reach_ur_wrist_2_joint,q_reach_ur_wrist_3_joint,peg_site_x,peg_site_y,peg_site_z,ee_init_x,ee_init_y,ee_init_z
0.49443346,0.48751855,0.28970182,-0.5573778,0.38278356,-0.06381909,-0.7339849,1.0536721,-0.5553164,1.1464467,-1.8500942,-2.2972097,0.9442791,1.1508071,-0.5983904,1.0270853,-1.6377096,-2.2890704,1.0115877,0.49443346,0.48751855,0.28970182,0.5435107,0.4354791,0.21982107
0.05151418,0.9365058,0.51329094,-0.7233864,-0.09705838,-0.6268556,0.2726606,0.8213898,-0.36832708,0.72518826,5.254194,-0.29255718,-3.8627741,0.7073592,-0.37238908,0.63324153,5.4435406,-0.37969163,-3.9658377,0.05151418,0.9365058,0.51329094,-0.03388479,0.9847317,0.4937646
0.36961251,-0.066014215,1.157402,0.19233483,0.09797899,0.9246924,-0.31361026,-0.842806,5.349643,1.7063832,-3.0581963,1.3663249,-0.86568266,-0.8542479,5.5795717,1.513615,-3.091947,1.3884444,-0.86030036,0.36961251,-0.066014215,1.157402,0.34018782,-0.004246656,1.2303332
0.06527818,-0.8692976,0.08814883,0.5899665,-0.55350184,0.33701667,0.48165858,1.9226156,3.135081,-1.6590865,4.6338034,-1.3544701,-4.3365483,1.9519497,3.1287186,-1.9182903,4.890679,-1.347758,-4.3291883,0.06527818,-0.8692976,0.08814883,0.078832254,-0.96707255,0.07213774
0.86539894,0.27093986,0.6951657,0.76905364,0.05067677,-0.4393068,-0.46151695,4.043336,2.9830163,1.351329,-2.4668758,-5.598422,-2.8635347,4.1576185,3.1279604,1.3298208,-2.710019,-5.6128693,-2.7092805,0.86539894,0.27093986,0.6951657,0.9376467,0.23818499,0.6342774
-0.21060917,0.2951231,0.49352726,-0.10262496,-0.4853562,-0.40050358,-0.77038586,-5.280369,-5.317663,-1.4545475,-2.879363,-5.1462426,2.481622,-5.3495035,-5.5138326,-1.1645342,-2.9704182,-5.0814633,2.4721756,-0.21060917,0.2951231,0.49352726,-0.29361182,0.24337657,0.472722
-0.12630896,0.84742117,0.96341765,0.7664191,0.53772515,-0.35073018,-0.021017423,-0.6287915,-1.837179,-1.3637617,4.7485437,0.17903243,-2.1011937,-0.4533861,-1.7262655,-1.3171617,4.0980268,0.2101258,-1.5879791,-0.12630896,0.84742117,0.96341765,-0.070287384,0.9283714,0.9458496
0.58585197,-0.62481457,0.9001011,-0.3718107,0.62772167,0.6344961,0.25521964,-0.67308074,-0.93809295,1.8987019,4.563405,2.1232774,-2.2177317,-0.57815737,-0.840636,2.0255804,4.277791,2.1808407,-2.3131893,0.58585197,-0.62481457,0.9001011,0.60099304,-0.7038804,0.9594251
-0.028055517,0.8505,0.6417764,-0.9514483,-0.26695505,-0.063829176,0.13930865,1.3757606,-1.3134428,1.490384,3.9946136,-1.4442431,-2.9996974,1.3319168,-1.4794633,1.4881629,4.1516876,-1.4072409,-3.019049,-0.028055517,0.8505,0.6417764,-0.03276372,0.9030772,0.5568442
-0.13417526,0.66855556,0.9334303,-0.5642835,-0.15971543,0.4567457,-0.6689234,2.0125,6.096839,-1.6631701,-0.5557351,4.053562,-4.739754,2.143079,5.906527,-1.5587832,-0.3994468,4.000801,-4.6337795,-0.13417526,0.66855556,0.9334303,-0.10399591,0.7476861,0.88025546
