peg_x,peg_y,peg_z,peg_qw,peg_qx,peg_qy,peg_qz,q_init_ur_shoulder_pan_joint,q_init_ur_shoulder_lift_joint,q_init_ur_elbow_joint,q_init_ur_wrist_1_joint,q_init_ur_wrist_2_joint,q_init_ur_wrist_3_joint,q_reach_ur_shoulder_pan_joint,q_reach_ur_shoulder_lift_joint,q_reach_ur_elbow_joint,q_reach_ur_wrist_1_joint,q_reach_ur_wrist_2_joint,q_reach_ur_wrist_3_joint,peg_site_x,peg_site_y,peg_site_z,ee_init_x,ee_init_y,ee_init_z
-0.08061607,-0.71375483,0.85340977,-0.03175984,-0.27217475,0.9606511,0.04540571,1.6007931,3.3208647,-1.3481381,5.801772,-1.6389062,0.5186599,1.5806217,3.1014647,-1.1650641,5.8343334,-1.6492413,0.53828233,-0.08061607,-0.71375483,0.85340977,-0.07204239,-0.7207498,0.9527957
-0.5629695,0.58002174,0.5882055,-0.717094,-0.16265671,-0.6766786,0.037750017,-1.0484717,-2.102548,-2.0259733,4.089337,-2.3231862,1.361362,-1.2442433,-2.0278342,-2.1090145,4.0584702,-2.529091,1.3234584,-0.5629695,0.58002174,0.5882055,-0.6587899,0.6084587,0.58507574
0.6908603,-0.46553442,0.09046927,-0.27750456,-0.36211193,-0.099604204,0.8842766,2.3140712,3.3374557,-1.1248916,5.813927,2.3144355,3.3470159,2.2279062,3.4977007,-1.2075306,5.6421824,2.3103716,3.2102106,0.6908603,-0.46553442,0.09046927,0.7493736,-0.42782134,0.018678479
-0.37568313,-0.7439015,0.1542435,0.031268585,-0.44787422,-0.7102589,-0.5421838,3.9360132,0.50686795,1.1979027,-2.1025712,-4.9618416,-0.5156694,3.8422523,0.698542,1.1371863,-2.2723093,-5.0478992,-0.4679431,-0.37568313,-0.7439015,0.1542435,-0.4198074,-0.8237205,0.1952553
-0.24193148,-0.0076971953,0.77404445,0.14592431,-0.80200005,0.3390402,0.46963152,-3.7912905,5.76078,1.2704506,-0.20430341,-1.5302174,-4.845587,-3.7977464,6.0263944,0.8346517,-0.03427101,-1.5345635,-4.842369,-0.24193148,-0.0076971953,0.77404445,-0.17649741,-0.06294825,0.82567495
0.758085,0.024192037,0.3140916,0.5395794,-0.26024964,-0.4524667,0.66060436,-0.7349719,-0.7908332,2.0242157,-0.39260283,0.6357015,2.5803173,-0.9453108,-0.96092516,2.255113,-0.25902605,0.56178975,2.3440788,0.758085,0.024192037,0.3140916,0.8412978,0.05588726,0.2685828
0.018009953,-0.39826575,0.9305919,-0.42863268,0.40297332,0.78994477,0.17284045,-3.211418,-0.71932393,2.6496732,1.9712851,0.98806894,0.9728386,-3.4379632,-0.4937196,2.5014763,1.8384258,1.1422155,1.1293491,0.018009953,-0.39826575,0.9305919,0.07179916,-0.46011814,0.9878719
0.5620184,-0.4755994,0.50154275,0.65186083,-0.7153885,0.10288547,-0.22958957,-3.025902,3.3186781,-0.5871681,-2.8027408,-5.690263,3.3962562,-2.9075987,3.1767528,-0.2812834,-2.948517,-5.611934,3.391123,0.5620184,-0.4755994,0.50154275,0.5157559,-0.56414187,0.506016
-0.5267644,0.4818856,0.27953777,0.78335637,0.16790132,-0.34122664,0.4916567,6.1991825,-3.7809477,1.3587239,3.5601876,0.89823604,-2.6167185,6.282975,-3.618521,1.2605242,3.4505808,0.93452114,-2.5306382,-0.5267644,0.4818856,0.27953777,-0.48981395,0.5417442,0.20846306
-0.25737897,-0.08313443,0.15717115,0.6982842,0.44517535,0.31409216,-0.46428895,-2.2321756,-0.35961673,1.6207403,-1.7783141,-2.1959958,-5.403937,-2.1259131,-0.39677736,1.4300263,-1.5458766,-2.1206386,-5.3249373,-0.25737897,-0.08313443,0.15717115,-0.25990608,0.008203259,0.116538145
-0.5238655,-0.23951282,1.0726677,0.025682718,0.11344536,0.80752933,0.5782447,2.4163349,-1.2471776,1.478932,0.42532372,-0.6240711,-0.67184985,2.2363975,-1.1912475,1.423568,0.27002987,-0.7548128,-0.466338,-0.5238655,-0.23951282,1.0726677,-0.5411333,-0.33232,1.1056623
-0.09540706,-0.67299783,1.1614448,0.13692027,-0.3857335,-0.79867953,-0.44110483,1.932814,-3.1721752,2.2586846,1.5894942,-1.1597531,-1.0615976,2.1434953,-3.0510416,2.5340705,1.2667112,-1.0079591,-1.2167687,-0.09540706,-0.67299783,1.1614448,-0.10756575,-0.7540211,1.2187806
0.08467743,0.12970139,1.1428262,0.17610279,-0.25763676,0.9461211,0.08640574,-1.8926958,-1.9979218,-2.1592636,2.8896384,-4.517876,-5.3944845,-1.9037926,-2.2702823,-2.0055823,3.0498495,-4.548112,-5.3979883,0.08467743,0.12970139,1.1428262,0.055806775,0.10427722,1.2351305
-0.4009843,0.027171798,1.2684488,-0.08371564,-0.09431595,-0.991418,0.034446597,0.41992462,-1.4001346,-2.5430532,5.3994946,-1.4517424,0.9832771,0.44050178,-1.7509676,-2.6955118,5.889582,-1.4615419,0.97397465,-0.4009843,0.027171798,1.2684488,-0.41693395,0.035581138,1.36681
-0.39698556,-0.7835073,0.34296682,-0.61219984,0.5974143,-0.51533747,-0.052295182,-2.1919062,6.1725073,1.8141458,-1.9489965,1.5717086,-3.9401155,-2.1830726,6.2609744,1.9837897,-2.187159,1.5841897,-3.9350688,-0.39698556,-0.7835073,0.34296682,-0.4538351,-0.86204463,0.36746213
0.057071835,-0.2480792,1.1226137,0.48962983,-0.13558567,-0.83720696,-0.20239475,-5.788595,3.034545,1.818886,0.72628254,2.4641862,4.346589,-5.970701,2.8439806,1.8102068,0.96269244,2.2952683,4.421646,0.057071835,-0.2480792,1.1226137,0.13356777,-0.29524583,1.1664734
0.65614086,0.56227756,0.5503334,-0.37191352,-0.88513166,0.048778977,0.2753959,0.2720029,0.1562249,1.2010425,1.1258427,-1.0758425,-2.1906347,0.1284407,0.26431715,1.2573025,0.899335,-0.9524802,-2.0940106,0.65614086,0.56227756,0.5503334,0.7085215,0.62542933,0.6075009
-0.268384,-0.10330669,-0.20355445,0.57978565,0.62468106,0.09616333,0.51417387,-1.6679416,-5.6354356,0.89651036,-1.9758903,-2.5040405,-0.9262611,-1.4881094,-5.6684494,0.7162021,-1.6807963,-2.3457081,-0.8185382,-0.268384,-0.10330669,-0.20355445,-0.34377378,-0.0407594,-0.2236597
-0.35363352,-0.21969971,0.8290182,0.07344415,-0.1615052,0.6449912,-0.7433091,1.4862052,-3.4562132,1.025554,-0.58288366,-1.1458496,0.1019434,1.5426512,-3.2275684,0.5095705,-0.3176701,-1.197601,0.14575389,-0.35363352,-0.21969971,0.8290182,-0.38711733,-0.12618648,0.81743765
0.89453423,0.058878656,0.09045429,0.3992599,0.4878863,-0.5744492,-0.5220791,0.050227925,0.34118715,1.1955084,-1.6694654,1.8210988,0.015428686,0.15457018,0.3662767,1.3549594,-1.8446606,1.941813,0.0022465053,0.89453423,0.058878656,0.09045429,0.9913482,0.03785576,0.10405928
-0.1597554,0.023364745,-0.34502146,0.09229304,0.40665504,0.23896319,0.8769323,-6.0311074,0.72049296,1.1864824,-2.5118477,-1.716601,5.249084,-5.9967556,0.51911193,1.2958674,-2.4248543,-1.683188,5.2644453,-0.1597554,0.023364745,-0.34502146,-0.23548812,-0.011039875,-0.40052712
-0.81040454,0.52153885,0.6428767,-0.6454061,0.023747,-0.7270826,-0.23289031,-0.9252206,-3.5653136,0.5382593,6.277276,2.8588917,-1.780071,-1.0553776,-3.5275524,0.47296685,6.2831707,3.0087814,-1.7970686,-0.81040454,0.52153885,0.6428767,-0.90315115,0.48460743,0.64871925
0.38550004,0.40188396,0.94703877,0.12159261,0.24420202,0.89771855,-0.34595087,-0.14741509,-0.7533171,1.8437195,0.2879203,-0.8452587,1.2591178,-0.31878507,-0.63719314,1.8291715,0.037454408,-0.8900089,1.480538,0.38550004,0.40188396,0.94703877,0.38056526,0.4699359,1.0201454
-0.15105382,0.08145491,0.7025356,0.35972077,0.33963972,-0.6883265,0.530521,-2.3772104,-1.0364223,1.9705485,-0.7036856,-2.230293,4.336568,-2.253349,-0.8697479,1.6790018,-0.61480623,-2.1106348,4.2742167,-0.15105382,0.08145491,0.7025356,-0.13756995,0.17892432,0.72036535
0.38693166,0.80890113,0.9266584,0.6859336,-0.11362635,-0.6894783,0.20298745,1.515527,-0.647399,0.39556643,0.19285089,-3.349844,-2.0803165,1.6527456,-0.4036761,-0.1236723,0.43544465,-3.2015972,-2.1125233,0.38693166,0.80890113,0.9266584,0.48613185,0.8213042,0.92431664
0.21120586,-0.38663355,0.49439073,-0.24990319,0.6778002,0.5991071,0.3452623,5.7161884,0.33398378,1.4085077,0.2526386,-2.3612344,-5.6656423,6.07484,0.29408857,1.2857267,-0.05713078,-2.4947293,-6.231425,0.21120586,-0.38663355,0.49439073,0.19434585,-0.46188027,0.5580592
0.6711065,0.29366305,0.18198827,0.25620392,0.26054826,0.47900686,-0.79813945,-3.162949,-3.035843,-0.9653769,-3.4683409,3.5811713,-5.0980535,-3.3006082,-3.0107026,-0.9135907,-3.8678455,3.5889595,-5.489114,0.6711065,0.29366305,0.18198827,0.6881526,0.38347661,0.14145486
-0.6254443,-0.3187259,0.22162072,0.943066,-0.16915749,-0.22673512,0.17493844,-5.8857527,3.4439912,-0.59858143,4.6118793,1.9677366,-1.6262276,-5.942526,3.3836505,-0.24922034,4.337503,1.9640536,-1.6544803,-0.6254443,-0.3187259,0.22162072,-0.5767606,-0.3426983,0.13762534
0.3348142,-0.07181536,1.3350674,0.49524805,0.16084576,-0.68689257,-0.50698775,-0.46411356,-1.1122726,-1.5131564,5.7711535,4.6140203,2.5983675,-0.51992154,-1.3392096,-1.3780891,5.8629045,4.6626024,2.6072133,0.3348142,-0.07181536,1.3350674,0.41916,-0.12553287,1.334606
0.033227824,-0.2766782,1.3903142,0.4682772,-0.84837794,-0.18700153,0.16125068,0.2143995,-2.6948328,1.4759353,0.18231776,-3.7236445,2.0906885,-0.14386113,-2.8296814,1.5078505,0.57542545,-3.952962,2.4791946,0.033227824,-0.2766782,1.3903142,0.078101836,-0.35010257,1.4412571
0.19369395,-0.74769974,0.6346338,0.07305471,-0.24980307,-0.33629063,-0.90508014,-1.0828571,-1.2921183,1.7377529,-2.5617366,-2.2715483,3.2643616,-0.952985,-1.3880358,1.6592586,-2.2728546,-2.3414369,3.4137194,0.19369395,-0.74769974,0.6346338,0.15338913,-0.8122236,0.56973237
-0.6305251,-0.14771481,-0.14615402,0.0739009,0.16137072,0.044128556,-0.98313314,-3.0404942,0.08454883,0.7138606,4.230698,-1.6691638,1.5674973,-3.0391228,-0.042817228,0.70476925,4.374892,-1.6571637,1.5650764,-0.6305251,-0.14771481,-0.14615402,-0.5994476,-0.13665287,-0.24055645
0.04080912,-0.020873437,0.8872253,-0.4297572,0.10655496,-0.5305705,0.7228068,-1.0767376,4.8158636,1.2257184,6.0930037,4.4916997,2.7143395,-1.0422537,5.1081405,0.7380518,6.283063,4.526254,2.7112744,0.04080912,-0.020873437,0.8872253,-0.020197913,0.046668008,0.84579706
-0.17846638,0.013846716,0.7687215,0.16765933,0.96480834,0.2007301,-0.027251571,-2.990012,-0.060778294,1.9724331,5.901067,-1.9305483,-4.472511,-2.805123,0.11178371,1.7058371,5.9206347,-1.9277631,-4.660365,-0.17846638,0.013846716,0.7687215,-0.17993872,0.04729258,0.86295104
0.14970715,0.3802792,0.53645164,0.0833697,0.6850712,-0.1415722,0.70970714,0.14834782,-0.62315184,1.3603885,-0.7615757,-1.0997307,-1.6476542,0.0962762,-0.43342328,0.97746867,-0.545171,-1.1630375,-1.6591686,0.14970715,0.3802792,0.53645164,0.05482773,0.41179702,0.5343247
-0.4561976,-0.54543376,-0.14016978,-0.8557404,0.26210693,-0.42834568,0.12461228,-4.538443,-3.4480524,-1.1605023,3.4427338,-0.5693806,-2.910108,-4.3012123,-3.3976417,-1.3072729,3.13813,-0.5401263,-2.448234,-0.4561976,-0.54543376,-0.14016978,-0.5360405,-0.57961744,-0.18973377
0.8749295,-0.109529994,0.6346659,0.92041874,-0.13873257,-0.23737517,-0.27791303,3.4485621,4.246318,-1.175031,5.0681634,1.0667739,2.412372,3.5215564,4.2956047,-1.0104532,4.795783,1.0479149,2.471184,0.8749295,-0.109529994,0.6346659,0.91091526,-0.14826234,0.54978466
-0.025645368,0.21172759,0.23313619,0.41503924,-0.532828,-0.48858225,0.5523805,-3.6907785,-0.08216996,1.4061204,5.0033393,-2.2324164,-3.3003023,-3.5955021,-0.0158677,1.0842272,5.231019,-2.1310897,-3.2861307,-0.025645368,0.21172759,0.23313619,0.073775545,0.22147535,0.23765984
-0.24093847,-0.04257733,0.22520533,-0.9525465,-0.14642756,0.12871295,0.2337674,0.67490864,4.3291383,-2.296213,-0.89711785,1.6017592,-0.42215803,0.6706222,4.5512342,-2.1941743,-1.1758361,1.5994158,-0.42728993,-0.24093847,-0.04257733,0.22520533,-0.20957145,-0.020699298,0.13280694
-0.117729664,-0.30189133,1.0246905,0.013597322,0.039713252,0.9991104,-0.004052956,1.6550542,-2.4783006,-2.0872848,-3.2901244,-4.732221,-3.3038895,1.6581867,-2.7321615,-1.9635135,-3.1475763,-4.730325,-3.3028948,-0.117729664,-0.30189133,1.0246905,-0.12041452,-0.30097345,1.1246502
0.0109192515,0.6913677,1.0013791,-0.6373749,-0.5205221,-0.25363645,0.50840783,-4.8858023,-2.064663,1.9872811,3.5514858,4.6614556,-1.9954945,-4.8755755,-2.286001,1.9955162,3.7602568,4.658355,-2.0053937,0.0109192515,0.6913677,1.0013791,0.03151445,0.7835114,0.9684341
-0.22595464,0.054511815,1.178356,0.29549223,0.7505758,-0.5084959,0.30125102,-4.846773,-1.5975622,-2.4191444,0.14186543,-1.3578683,-4.3101583,-4.7768407,-1.9032279,-2.3057637,0.34412187,-1.4052712,-4.3244886,-0.22595464,0.054511815,1.178356,-0.24112567,0.12950666,1.2427425
0.6053669,0.31336132,1.2105286,-0.51755923,-0.6931513,0.40405735,-0.29734045,-0.4674814,-0.8144154,0.40323153,1.0875545,-0.5349446,-1.644952,-0.58961767,-0.6528804,0.17175046,1.0449898,-0.65815586,-1.5109433,0.6053669,0.31336132,1.2105286,0.6059712,0.40913922,1.2392728
-0.56894386,0.21719685,1.2452842,-0.1728381,-0.97117054,0.14378574,-0.07924944,0.17682208,-3.7737815,2.0545554,3.2456458,-1.1905483,-2.0327473,0.26464474,-4.024345,2.1333804,3.4616642,-1.1753212,-2.1137073,-0.56894386,0.21719685,1.2452842,-0.5793665,0.2530469,1.3380536
0.001350623,-0.46698573,0.5357081,-0.28515851,0.723035,0.23732488,-0.5827366,-2.6575875,-0.47640067,1.3637418,5.596381,-0.95596343,-4.057576,-2.7458508,-0.35727003,1.076709,5.725748,-1.0376222,-3.990134,0.001350623,-0.46698573,0.5357081,0.09915345,-0.48056206,0.5515287
0.30509388,0.3996452,0.98706335,0.58740395,-0.3642706,-0.60411614,0.3966197,-0.7960682,-3.529609,1.952966,4.7394996,-0.72226995,-5.8671184,-0.6291476,-3.5393438,1.835573,4.844011,-0.8894328,-5.8380585,0.30509388,0.3996452,0.98706335,0.4049613,0.40477127,0.98659325
-0.21181633,0.6691426,0.57481205,0.92575306,-0.034010697,0.34354648,0.15427373,-5.0150414,-0.9253196,0.9626504,5.0914397,5.2956505,-3.8978877,-5.0875087,-0.7869795,0.5131213,5.4397373,5.2673416,-3.9713793,-0.21181633,0.6691426,0.57481205,-0.27437475,0.65224546,0.49864823
-0.15040922,-0.5900024,0.6112475,0.23700976,-0.34143725,0.191494,-0.889144,-4.2519445,3.1413734,1.0667756,-3.2434196,0.9997929,3.2734046,-4.1720076,3.3757033,0.69815373,-3.1383543,1.0355337,3.3413029,-0.15040922,-0.5900024,0.6112475,-0.22020377,-0.572134,0.54189736
-0.22756532,0.18101808,0.6105101,-0.5985843,0.29469386,-0.13488273,-0.7325702,-0.6608155,-3.1393394,1.4340607,2.6664717,1.8413122,-4.0995493,-0.70685506,-2.9106846,1.0142237,2.8483043,1.8178627,-4.129695,-0.22756532,0.18101808,0.6105101,-0.20053627,0.12597606,0.5315177
-0.6232061,-0.5422472,0.8528888,-0.5166496,0.5809758,0.4480511,0.44135082,-3.2688453,-5.606381,-1.7977674,5.1673,-6.176028,-5.820844,-3.4340284,-5.672533,-1.547854,4.2002797,-6.0181966,-5.0365224,-0.6232061,-0.5422472,0.8528888,-0.6281918,-0.6418289,0.86054534
-0.05336346,-0.14288403,0.22573404,0.32318366,-0.16548298,-0.25933516,0.8949374,-5.1193614,-2.0019343,-2.3777637,-0.8706747,1.8643726,3.3483458,-5.154288,-1.8825047,-2.1670694,-1.2284472,1.823216,3.330863,-0.05336346,-0.14288403,0.22573404,-0.0069815,-0.10716256,0.1446619
-0.12091252,-0.22991249,1.0400823,-0.41869736,-0.18522541,-0.56394637,-0.6872762,-2.2531135,3.3358192,1.8663372,-1.7528551,4.5418816,3.4263687,-2.3138838,3.31413,1.6150147,-1.4854429,4.5978427,3.4061177,-0.12091252,-0.22991249,1.0400823,-0.1935973,-0.2919192,1.0105511
0.55158097,-0.08452579,0.48770267,0.5688313,-0.18600748,-0.05751792,-0.79907686,-0.1339464,-1.1117675,1.320317,4.737344,4.4056525,3.384721,-0.056449655,-1.1122811,1.0884111,4.9549646,4.390044,3.4519606,0.55158097,-0.08452579,0.48770267,0.52839774,-0.11487941,0.3952841
0.32136464,0.033284288,0.6495558,-0.46856874,0.8830432,0.024320748,-0.00930178,-1.9128741,-2.7819421,-1.4763328,3.62902,1.2416707,-2.8990483,-1.8821485,-3.0056577,-1.1078179,3.4786165,1.2880396,-2.8921137,0.32136464,0.033284288,0.6495558,0.3252866,-0.049423758,0.7056272
-0.6951599,0.20928855,0.20774642,0.95942855,-0.025299642,-0.01638079,0.2803364,-3.6512465,-0.72468,1.404362,4.067291,4.752755,3.6045473,-3.6475902,-0.8144742,1.271078,4.313617,4.7467256,3.6087003,-0.6951599,0.20928855,0.20774642,-0.6905982,0.20535234,0.1079281
0.29684132,0.5753196,0.13452782,-0.597443,0.33952022,0.078240916,-0.72226465,4.864647,3.6510494,-1.431155,-1.0857688,-5.2521424,1.6564378,4.9624305,3.7291014,-1.3496901,-1.3055192,-5.2419705,1.7604209,0.29684132,0.5753196,0.13452782,0.35523492,0.5460529,0.05880694
0.45534176,0.061345335,0.47544068,0.1886002,0.16349143,0.2761446,-0.92814046,-3.374681,4.7586555,-2.268627,-0.8279616,2.2329376,-2.1652915,-3.4737976,4.856604,-2.057755,-1.2225927,2.1898358,-2.2999375,0.45534176,0.061345335,0.47544068,0.47527418,0.11877243,0.39603773
0.0030060736,-0.14175195,0.79681206,0.7535002,-0.04578605,0.6201797,-0.21335007,2.930197,3.0668106,1.5119041,-4.323937,-4.7243814,1.9205782,2.9324126,3.1512835,1.1520147,-4.075349,-4.7205253,1.922836,0.0030060736,-0.14175195,0.79681206,-0.092408724,-0.12218884,0.7741559
-0.22567517,0.045777615,0.5327351,0.1909855,-0.3678805,-0.22879702,-0.880818,-1.2265638,2.543808,2.14833,-0.41942608,-2.3249733,-3.4006858,-1.4878398,2.624022,1.9289676,-0.50608605,-2.220861,-3.7161436,-0.22567517,0.045777615,0.5327351,-0.28174293,-0.00858006,0.47027194
-0.35784253,0.013026473,0.34040067,0.69748247,0.017314602,-0.09040898,0.7106649,-5.813823,-3.7123256,1.8021655,0.17707741,-1.4801149,-5.825483,-5.7842164,-3.4785235,1.6522079,0.094293624,-1.4864738,-5.7961,-0.35784253,0.013026473,0.34040067,-0.34769177,0.028291898,0.24209537
-0.7658533,-0.28863537,0.5030049,-0.05183594,0.18391402,-0.22907144,0.95447105,0.8768247,-2.241347,-1.1063861,-1.4567533,0.98007524,2.3673675,0.9440163,-2.2017078,-0.9432246,-1.6878259,0.9979206,2.4368231,-0.7658533,-0.28863537,0.5030049,-0.80333626,-0.24681364,0.4202645
-0.1722991,-0.04953904,0.825335,-0.4767587,-0.79494256,0.32072282,-0.19469035,-4.7853208,3.711634,-1.9210614,0.8612641,4.7836633,2.4004025,-4.777919,3.542358,-1.6093068,0.7180279,4.773248,2.4033,-0.1722991,-0.04953904,0.825335,-0.17267115,0.038748443,0.8722944
0.2165378,0.35246095,0.6982739,0.87438005,-0.12809512,0.026776409,-0.46726248,-1.8960949,-2.80804,1.1770011,2.9553106,1.6556326,3.7858398,-1.9089462,-2.518938,0.68333626,3.1631632,1.6494621,3.7820613,0.2165378,0.35246095,0.6982739,0.19988444,0.3325625,0.601699
-0.23569098,-0.07802084,1.3971968,0.5745206,-0.10552302,0.81157583,-0.011649173,-2.5949564,-2.4249907,1.1424407,0.8990506,-4.309132,1.5664248,-2.831901,-2.5414052,1.0412372,1.1487495,-4.4897118,1.675315,-0.23569098,-0.07802084,1.3971968,-0.32919022,-0.08825503,1.4311548
0.063293,-0.74770504,1.1098065,-0.17725882,0.49026465,-0.81262594,-0.26049754,-1.691057,-1.3200272,2.1704159,4.502367,1.5312092,-5.090225,-1.7199045,-1.2336316,2.3951209,4.1999836,1.5025107,-5.0675755,0.063293,-0.74770504,1.1098065,0.060026534,-0.80742323,1.1899506
0.45138302,0.4505158,0.3939392,0.03660323,0.46216258,0.1104157,-0.8791327,1.0006951,-0.8433511,2.4862013,-4.0582705,-2.159755,5.3630056,1.2041346,-1.1064587,2.6094203,-3.807945,-2.3049057,5.541473,0.45138302,0.4505158,0.3939392,0.53183514,0.47331315,0.33909637
-0.43408698,0.6908402,0.50615203,-0.26837972,-0.37031025,-0.23348267,0.8580958,2.4428577,5.530444,1.1376166,-1.9586807,-2.4768636,0.26098442,2.5428638,5.528825,0.94151616,-1.6300665,-2.4702978,0.4254621,-0.43408698,0.6908402,0.50615203,-0.38306704,0.750787,0.44448078
0.22311138,-0.25759,0.7920852,0.7783177,-0.35083866,-0.2484,-0.4576366,-1.9815352,-3.1109006,1.9942467,5.0052667,-1.1986709,-5.462804,-1.84534,-3.0271196,1.7542791,5.1247373,-1.3087734,-5.353187,0.22311138,-0.25759,0.7920852,0.22966687,-0.33493817,0.72904325
-0.0030226225,0.7478019,0.72100323,0.82943493,0.39138058,0.26358205,0.29897064,0.7860196,-0.7760965,0.75094944,1.841101,0.6128341,-1.612881,0.66736907,-0.79224414,0.62541175,2.1014378,0.67890906,-1.7486546,-0.0030226225,0.7478019,0.72100323,-0.07014971,0.7969662,0.6655341
0.32892796,-0.84269595,0.18557851,-0.8540092,0.12177889,-0.0035911328,0.5057917,-1.246088,-0.42031503,0.93780535,-2.247323,-1.7580616,1.3775332,-1.2407851,-0.5872615,0.99626726,-2.1394136,-1.7340344,1.3528621,0.32892796,-0.84269595,0.18557851,0.31599563,-0.8631327,0.08854711
0.20956808,-0.023391725,0.65914553,0.45802107,0.2700336,-0.058336258,0.8449233,-0.7366293,-0.19378118,-1.5867755,0.7582585,-1.5855905,-1.3092308,-0.7343697,-0.3717007,-1.1938311,0.5544248,-1.5881664,-1.3043106,0.20956808,-0.023391725,0.65914553,0.1692804,0.011202423,0.5744098
0.38922593,-0.46044183,0.9711645,0.19591035,-0.44290736,-0.71075416,-0.5101772,-0.30737486,4.838234,2.137395,4.3444505,-3.529021,4.1324224,-0.138853,5.11171,2.1798885,3.5974925,-3.5611842,3.6710894,0.38922593,-0.46044183,0.9711645,0.3718825,-0.55031794,1.0114322
0.21698357,0.7429197,0.8015004,0.27989396,0.7779089,-0.5555458,-0.08880301,-4.932599,-5.3759313,-0.974573,-4.166535,4.3307796,-4.075933,-4.869121,-5.3770504,-0.74657536,-4.47092,4.308531,-4.1641555,0.21698357,0.7429197,0.8015004,0.2618985,0.7765992,0.88425505
-0.54060876,0.42368612,0.58111596,0.47027513,0.386675,0.471798,0.6377542,1.4941207,-1.0906233,1.8002567,-1.3393582,-0.43981773,0.5386981,1.3166945,-1.1535665,1.7679713,-1.1459159,-0.56097233,0.41791475,-0.54060876,0.42368612,0.58111596,-0.63430446,0.39987662,0.5555382
-0.35315263,0.6038951,-0.07793851,0.50757813,-0.12471576,-0.03471846,0.8518245,5.4871244,-3.013836,-0.9884825,5.366121,-4.799366,-4.4208007,5.5485516,-2.8744898,-1.0024643,5.219846,-4.845539,-4.347403,-0.35315263,0.6038951,-0.07793851,-0.328381,0.5971493,-0.17458662
-0.08420306,-0.52594054,0.23944573,-0.25900653,-0.6601016,-0.24110983,-0.66260666,-3.8704474,-3.1660457,-0.9080831,-2.21068,-5.4170012,-0.8319983,-3.7637713,-3.252184,-0.63263047,-2.375938,-5.3370233,-0.8307358,-0.08420306,-0.52594054,0.23944573,-0.1841704,-0.52369857,0.23821934
-0.19489357,-0.37690175,-0.092584394,-0.77349526,0.18000011,0.33570597,-0.5065635,3.5935009,-0.038987774,1.1916602,-1.9767702,-1.3162092,3.9039223,3.5560982,-0.11992034,1.0774161,-1.7757491,-1.3417269,3.8763123,-0.19489357,-0.37690175,-0.092584394,-0.124723874,-0.3707363,-0.16356468
0.4176522,-0.12138235,0.19241123,-0.6887761,0.59877396,0.38883027,-0.12596932,-1.3520362,2.5956151,-1.4339658,-4.330093,-1.036182,-5.865808,-1.1770532,2.672427,-1.3659047,-4.4504333,-1.2120416,-5.883264,0.4176522,-0.12138235,0.19241123,0.48630103,-0.19407044,0.19435507
0.05710827,0.108878516,0.34345618,-0.7293799,-0.5573955,0.13079968,0.3744418,3.5261772,-0.9045659,2.4538934,4.3384185,-2.0186236,0.06515478,3.6588576,-0.93893844,2.1878204,4.6685295,-1.9159956,0.14369753,0.05710827,0.108878516,0.34345618,0.11793123,0.18039376,0.30901584
-0.4130814,0.63627917,0.41417512,-0.834708,-0.47133446,-0.073109314,-0.27524805,-4.447286,5.3389707,2.437993,-4.011104,-1.3724608,-3.431285,-4.468847,5.1756496,2.6997411,-4.1425896,-1.3734441,-3.4341817,-0.4130814,0.63627917,0.41417512,-0.45123315,0.7109398,0.35967535
-0.24080937,0.5295508,0.22633569,0.3911023,0.013610397,-0.37283522,0.8413368,-3.983041,-0.7652891,1.8191501,-6.1639404,2.2496336,-1.6831254,-3.8318424,-0.8885405,1.8238566,-5.919307,2.2941728,-1.4953061,-0.24080937,0.5295508,0.22633569,-0.21393621,0.5933514,0.15417396
0.62386835,-0.4601781,0.9814556,-0.4482163,0.70334774,-0.013833838,-0.55155486,-1.0235491,-1.772182,2.2847552,2.6399121,-1.2368066,-0.91504174,-1.1680204,-2.13367,2.4902136,2.7918663,-1.1101536,-0.9111153,0.62386835,-0.4601781,0.9814556,0.7002152,-0.5247545,0.9804335
-0.54340667,0.38245732,0.83625644,-0.55516696,-0.44901514,0.5554781,-0.42616796,-5.9485774,-3.2462502,1.0353872,-4.0885983,0.5803402,4.748029,-5.823184,-3.1946251,0.86088604,-3.9823463,0.6945699,4.762799,-0.54340667,0.38245732,0.83625644,-0.5200012,0.47965837,0.8382906
-0.30595633,-0.4497267,0.3910111,0.5000109,0.342776,-0.1802745,-0.77459335,3.6070783,0.22941078,-0.84322405,6.1087127,4.983904,-5.5052586,3.5767295,-0.112717,-0.31369978,5.8923025,4.963509,-5.519813,-0.30595633,-0.4497267,0.3910111,-0.2348261,-0.44337624,0.32100993
0.41402245,-0.5397907,0.13894023,-0.887105,0.13529095,0.366082,-0.24642454,-1.7104089,-0.36035314,1.4169731,0.55913454,0.76467675,-3.8380392,-1.850248,-0.49163997,1.5111654,0.7387381,0.78828657,-4.0371046,0.41402245,-0.5397907,0.13894023,0.48564088,-0.5457518,0.06940417
0.37316123,-0.028072359,-0.017967196,0.47554985,-0.5164165,-0.07719555,-0.7079599,0.1734867,0.726689,-0.45552105,5.5087104,4.226405,4.002195,0.23555912,0.42986357,-0.07104549,5.3705306,4.276997,4.0192966,0.37316123,-0.028072359,-0.017967196,0.30738285,-0.088118985,-0.06343816
